title,site_url,description,publication_icon,nsfw,categories,member_count,show_member_count,mrr,show_mrr,ghost_rank,featured,feature_image,text_color,bg_color,accent_color,lang,created_at,mrr_members_rank,mrr_members_diff_rank,updated_at,showIframe,objectID
The Dawnbreaker's Vault of Horrors,https://the-dawnbreaker.com/,Welcome to The Vault. Register for FREE and make yourself comfortable. It's time to uncover the most chilling horror stories from all around the globe. Updated daily!,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1682083587573-logodark.png?width=75&height=75&resize=contain,False,['fiction'],79,True,7,True,10499909,False,,,,#262529,en,1682083471,153.7,2,1706906160,False,2bc1edb5-1278-4c82-aa2b-dc2ee77e2043
Clove & MOose,https://newsletter.katieconrad.ca/,A serial story about a former witch and her cat searching for hope in a post-apocalyptic world,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1706471013516-Icon.png?width=75&height=75&resize=contain,False,['fiction'],144,True,,False,10499848,False,,,,#FF7D00,en,1705182611,144,1,1705838452,True,589eea3b-48d3-4411-bb5f-d8c3997033ba
Mickaël Rémond,https://mickaelremond.com/,"Auteur, orienté science-fiction, fantastique, polar, thriller. Également podcasteur, hacker et entrepreneur. Auteur de Contes de Silicium, recueil de nouvelles SF.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1676625903259-1671289385918-logo.png?width=75&height=75&resize=contain,False,['fiction'],139,True,,False,9341826,False,,,,#4199b3,fr,1671289387,139,19,1706463197,True,35fe71ab-36d7-49c3-9423-d88f81ec6a28
GXYZ,https://www.gatling.xyz/,For when you just want to read an Actual Play instead #TTRPG #ActualPlayFiction #APFic,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1669951952491-1664061366294-gxyz_60x60_v2.png?width=75&height=75&resize=contain,False,['fiction'],95,True,3,True,1683201,False,,,,#FF741E,en,1660436046,129.9,3,1705587341,True,28653654-9837-4c6a-8368-19a265a3545b
The Frog Pond,https://thefrogpond.cloverlore.com/,A small pond of weird nature facts and writing talk from a pink-haired frog.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1706030963377-frog.png?width=75&height=75&resize=contain,False,['fiction'],91,True,,False,10499904,False,,,,#6dcaae,en,1706030964,91,1,1704798040,True,882c61d6-c83b-4720-830a-027ea09ac154
Frivolous Comma,https://www.frivolouscomma.com/,Collecting and publishing diverse speculative fiction and non-fiction work.  We showcase and elevate writers of underrepresented communities and geographies.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1662334601217-InstagramProfile-01.png?width=75&height=75&resize=contain,False,['fiction'],82,True,,False,2954339,False,,,,#ad2f57,en,1662334602,82,2,1706625311,True,e64056f9-ddbf-48f7-9463-3a0f2c01c865
The Cry List,https://www.crylist.space/,A fiction newsletter for real humans who have feelings and/or friendships,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1674352106431-tcllogo1-1.jpg?width=75&height=75&resize=contain,False,['fiction'],59,True,,False,9999941,False,,,,#3a88fe,en,1674342521,59,1,1684999802,True,7f393c62-7ed5-4135-bf13-514cc9485f9c
T.A. Nathan,https://www.tanathanwriter.com/,I write short-fiction and short stories. Bite-sized. Tasty. Fit in your pocket. Short enough to read on the toilet.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1673201771157-LogoBigCircleBlueWhite.png?width=75&height=75&resize=contain,False,['fiction'],44,True,,False,9999956,False,,,,#012340,en,1667135285,44,0,1697220090,True,0942aa84-f497-47f4-bfcc-77d291b74415
Fae Reviews,https://www.faereviews.com/,If you enjoy reading Fantasy-Romance books I can be the perfect tour guide for you to help you navigate the vast ocean of published books while you invest your time in reading satisfying stories.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1673084253600-1667830411814-1660248128563-FR-Logo_new_2_low.png?width=75&height=75&resize=contain,False,['fiction'],39,True,0,True,29528854,False,,,,#6446A6,en,1660248130,39,7,1706882424,True,fcf2e49f-12bf-4689-bc93-a3cb4e8cfabb
Psychothrone,https://www.psychothrone.com/,We write breath-catching fantasy and forge creative tools for knowledge management. Також українською. 🇺🇦,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1681742544268-psychothrone-logo.png?width=75&height=75&resize=contain,False,['fiction'],36,True,,False,20387030,False,,,,#fba209,en,1681742545,36,4,1704873973,True,0fc26da4-9c70-46c8-98c6-6eeb2d519eb7
Phil Hurst Writer,https://www.philhurstwriter.com/,"Phil wants a book deal, and he's sharing what he learns along the way.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1706608169578-Insightful-1.png?width=75&height=75&resize=contain,False,['fiction'],31,True,,False,10499967,False,,,,#004b6a,en,1705837806,31,0,1706860226,True,07385298-b1f6-44d7-9ec8-064ab3981ec5
Weird Fiction Quarterly,https://weirdfictionquarterly.com/,Publishing original weird flash fiction four times a year!,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1700854278090-wfq-logo-512.png?width=75&height=75&resize=contain,False,['fiction'],28,True,,False,9999972,False,,,,#1B5E20,en,1700854279,28,7,1703529633,False,024717fe-2978-45d8-9b1c-07e341a540fe
The Dream Pedlar,https://thedreampedlar.com/,"Hello, I'm Anitha Krishnan, speculative fiction author and award-winning poet, offering heartfelt musings on reading, writing and the exhilarating ups and enervating downs of the creative life.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1699125963151-Anitha_Krishnan_AuthorPhoto.jpg?width=75&height=75&resize=contain,False,['fiction'],27,True,,False,7054204,False,,,,#e63b7a,en,1660604004,27,9,1706831066,False,85e59d6d-ecce-490e-b98b-175528c88a76
"A Whisky, Darkly",https://www.awhiskydarkly.com/,"Scott Steward is a retired federal agent. He writes poetry and fictionalized short stories about love, women, and his life experiences. ",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1660480596609-57EF60B8-F8AF-4807-93F3-CF6412C9F78E.jpeg?width=75&height=75&resize=contain,False,['fiction'],25,True,,False,9999975,False,,,,#630e15,en,1660480598,25,4,1690905600,True,4ba0e581-2e9e-4d2f-8ccc-f6ce6c7b3eaa
With Both Hands,https://www.benespen.com/,"Book reviews and literary criticism of adventure stories, along with an archive of John J. Reilly's The Long View",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1681400801487-Spengler-Square.ico?width=75&height=75&resize=contain,False,['fiction'],18,True,,False,3820268,False,,,,#1a5eff,en,1681400803,18,14,1706792792,True,256e2e30-70e3-4b96-b46c-a474c989f416
