title,site_url,description,publication_icon,nsfw,categories,member_count,show_member_count,mrr,show_mrr,ghost_rank,featured,feature_image,text_color,bg_color,accent_color,lang,created_at,mrr_members_rank,mrr_members_diff_rank,updated_at,showIframe,objectID
Photowind,https://photowinds.com/,"Welcome to Photowind. Here, we bring you some of the most beautiful places in the world to visit. Our mission is to bring you the best experiences from around the world right to your doorstep! ",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1672963173801-Photowind-Logo.jpg?width=75&height=75&resize=contain,False,['travel'],3,True,,False,9999997,False,,,,#FF1A75,en,1672963175,3,3,1692480201,True,09a31b35-16b3-4e4a-9040-717d50771cde
8fases,https://www.8fases.com/,"Cultural Wisdom for the Smart Globetrotter. Elevating Your Travel Game, One Insightful Post at a Time. ",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1704825283788-8fases%20Without%20Slogan%202400x1800.jpg?width=75&height=75&resize=contain,False,['travel'],3,True,,False,10499996,False,,,,#776858,en,1704825284,3,0,1702488640,True,cd0183ba-7eb5-43b1-bd65-2e6dd007a149
Nimbus Nomad,https://nimbusnomad.com/,A post-covid travel blog,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1665077099885-cloud-icon.png?width=75&height=75&resize=contain,False,['travel'],1,True,,False,9999999,False,,,,#111111,en,1665077101,1,0,1693670604,False,8a288132-7478-4b99-bb33-d0d29798e25f
Take.us,https://www.take.us/,Explore unforgettable journeys with us.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1706039597252-takeus.png?width=75&height=75&resize=contain,False,['travel'],1,True,0,True,10499998,False,,,,#000000,en,1706039598,1,0,1706023595,True,5f05216b-3f65-4846-bf8a-7a7a3fee5937
Elliott Paige,https://www.elliottdpaige.com/,"Explore the World. Get travel tips, advice on visiting places, and encouragement to see the world.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1704921940650-favicon1.png?width=75&height=75&resize=contain,False,['travel'],0,False,,False,578307,False,,,,#ea1f0e,en,1677732572,0,0,1706752353,True,7fb7051b-a746-4c6a-be99-ed1b95bc5bd0
Loni James ,https://lonijames.com/,"Currently traveling the world, going on a date and a hike in every country. Follow along as I collect amusing stories and learn about different cultures.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1661287731041-Desert Portrait.jpg?width=75&height=75&resize=contain,False,['travel'],0,False,,False,1555357,False,,,,#050505,en,1661287733,0,0,1691664430,True,b2ca6d55-b01f-4376-b56b-66ad0aaaa792
One from Nippon,https://one-from-nippon.ghost.io/,One fantastic product from Japan. Once a week. A curated newsletter for Japanese products with exceptional craftsmanship and quality.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1668789836103-Logo-2.png?width=75&height=75&resize=contain,False,['travel'],0,False,,False,1858771,False,,,,#7c45bf,en,1667450897,0,0,1705333315,True,0c2951a5-bfc5-4fd5-bd3a-9ad76fbec434
The TechPacker,https://www.sarbjohal.com/,Curating great travel gear and gadgets so you don't have to,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1700380784447-Easy-travel-tech-logov9-3.png?width=75&height=75&resize=contain,False,['travel'],0,False,,False,2057814,False,,,,#30c4ee,en,1700380609,0,0,1706471497,True,713cef75-82de-405e-bf77-ad3e862a2907
Local Insider,https://local-insider.com/,Travel advices from the real locals.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1663731168811-local-insider-favicon.png?width=75&height=75&resize=contain,False,['travel'],0,False,,False,4733966,False,,,,#396544,en,1663731171,0,0,1696476937,True,7a42bde6-8ecb-43de-9de7-eb0d41873823
Пароль от вайфая,https://pronomad.ru/,"Пароль от вайфая — сайт о том, как жить где хочется. Сообщество иммигрантов, экспатов и цифровых кочевников",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1687273296579-favicon-120x120.png?width=75&height=75&resize=contain,False,['travel'],0,False,,False,8563667,False,,,,#24e0d0,en,1687273297,0,0,1703167708,False,17d76557-91e6-4896-af0c-ccbdb6ab64d5
